"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE"
"cg18735973",-0.416962252580633,0.529192823768504,-9.16763962851818,6.7426763335253e-11,2.76247129826411e-07,14.8142282258404,0.436534545417253,0.853496797997886,-0.416962252580633,"1",207929700,"R","II","CD46","Body","shelf","Body-shelf","chr1:207925171-207925964","rs117875761;rs149338052","26;1"
"cg20698113",-0.309014497550694,0.587418235088552,-9.16302909800564,6.82890189841536e-11,2.78460071156393e-07,14.8020382517662,0.518748346743954,0.827762844294647,-0.309014497550694,"22",50357214,"F","II","PIM3","3'UTR","island","3'UTR-island","chr22:50353596-50357215","rs553415796","43"
"cg21059060",0.290571857359585,0.70146565826288,9.15857356864218,6.91329408407786e-11,2.7962849250536e-07,14.7902552680071,0.766037182120565,0.475465324760981,0.290571857359584,"10",106013826,"R","II","GSTO1","TSS1500","shore","TSS1500-shore","chr10:106014667-106015087","rs45530536","24"
"cg03955765",-0.421550997548877,0.286853329740061,-9.15810398797403,6.92224996658597e-11,2.7962849250536e-07,14.7890132648432,0.193175330284755,0.614726327833632,-0.421550997548877,"18",67616318,"F","II","CD226","TSS1500","opensea","TSS1500-opensea","","rs558288762","12"
"cg14963724",-0.227250578616998,0.208667766841275,-9.15253692879546,7.02932879817465e-11,2.82633290643853e-07,14.7742864920553,0.15816763825972,0.385418216876718,-0.227250578616998,"18",72166303,"R","II","CNDP2","TSS1500","shelf","TSS1500-shelf","chr18:72162935-72164039","rs536434236;rs556524520","43;36"
"cg07666840",-0.259243698811004,0.325357085726666,-9.14927023824101,7.09294412996092e-11,2.838707889005e-07,14.7656429638869,0.267747374879776,0.526991073690781,-0.259243698811004,"5",142065761,"R","II","FGF1","5'UTR","opensea","5'UTR-opensea","","rs553341580;rs566569298","42;16"
"cg12832726",0.224822932398427,0.512750452881053,9.12264063066383,7.63386229153014e-11,2.96958641453603e-07,14.6951265449601,0.562711104525148,0.337888172126721,0.224822932398427,"11",68096165,"F","I","LRP5","Body","opensea","Body-opensea","","rs545689135","0"
"cg02686200",-0.263887760604239,0.582341240945713,-9.12232930773417,7.64042823507083e-11,2.96958641453603e-07,14.6943015624476,0.523699516366994,0.787587276971233,-0.263887760604239,"17",74693901,"F","II","MXRA7","Body","opensea","Body-opensea","","rs566059920","44"
"cg16373141",-0.363835024967956,0.356716353432694,-9.11188349247855,7.86409626906347e-11,2.99482107723886e-07,14.666613098919,0.275864125662037,0.639699150629994,-0.363835024967956,"7",151492698,"F","II","PRKAG2","5'UTR","opensea","5'UTR-opensea","","rs56037571;rs537529475","7;22"
"cg10318148",-0.248975929086086,0.513205722795802,-9.1085888237023,7.93601472349944e-11,2.99581436854352e-07,14.6578768471755,0.45787773855445,0.706853667640536,-0.248975929086085,"7",1024673,"F","II","CYP2W1","Body","island","Body-island","chr7:1024606-1024894","rs141228662;rs150742176","0;3"
"cg20484782",0.261815551700576,0.750551959794388,9.10386894641536,8.04021064799283e-11,3.0088695835618e-07,14.6453588306523,0.808733193505628,0.546917641805051,0.261815551700576,"1",232557041,"F","II","SIPA1L2","Body","opensea","Body-opensea","","rs564013345","18"
"cg20628743",-0.235502962412748,0.717453747238446,-9.08991748117716,8.35640918123385e-11,3.08710752960022e-07,14.6083387408972,0.665119755591169,0.900622718003917,-0.235502962412748,"1",3615715,"F","I","TP73","Body","opensea","Body-opensea","","rs114326439;rs565211082;rs191299713;rs376601215","30;31;43;47"
"cg19506290",0.362913877365287,0.654053820766373,9.0739293852581,8.73435303613206e-11,3.17250051753485e-07,14.5658811653167,0.73470134906977,0.371787471704483,0.362913877365287,"21",46331022,"F","II","ITGB2","5'UTR","opensea","5'UTR-opensea","","rs566341277;rs527461351","39;40"
"cg27093054",-0.311784805833962,0.453154770015516,-9.04002097350892,9.59448014741101e-11,3.35778357049809e-07,14.4757173139248,0.383869257607969,0.695654063441931,-0.311784805833962,"16",29821036,"F","II","MAZ","Body","shore","Body-shore","chr16:29818681-29819554","rs528647449","38"
"cg20262911",-0.26454911467135,0.556258431036984,-9.03370273522951,9.76403031062779e-11,3.37626889060286e-07,14.4588992251283,0.497469738887796,0.762018853559145,-0.26454911467135,"7",100285862,"R","II","GIGYF1","1stExon","shore","1stExon-shore","chr7:100284888-100285155","rs150145499;rs138562861;rs141645400;rs145190892;rs137881147","29;10;9;2;1"
"cg01959704",-0.30637807194441,0.581482572791277,-9.03043696951504,9.85285816663053e-11,3.39341071230057e-07,14.4502041359621,0.51339855680363,0.81977662874804,-0.30637807194441,"1",151488761,"F","II","CGN","5'UTR","opensea","5'UTR-opensea","","rs140590126;rs185360370;rs7552458;rs576717082","8;19;21;36"
"cg21531080",-0.335336126339453,0.406844081324952,-9.02107221911604,1.01121593010686e-10,3.44158185132188e-07,14.4252623275618,0.332324942138406,0.66766106847786,-0.335336126339453,"1",158581851,"F","II","SPTA1","Body","opensea","Body-opensea","","rs556248957;rs574581299;rs541987049","0;8;21"
"cg15158893",-0.251229631061016,0.527260002969593,-9.0074657293046,1.0501327845839e-10,3.56001603042395e-07,14.3890015501381,0.471431196067145,0.722660827128161,-0.251229631061016,"1",43402937,"F","II","SLC2A1","Body","opensea","Body-opensea","","rs529830940;rs114104707;rs563249863;rs72678351;rs551774575","0;12;23;29;41"
"cg11077392",-0.310296219656028,0.495879987503676,-9.00485368758391,1.05777612538893e-10,3.5719199062909e-07,14.3820376269416,0.426925272024558,0.737221491680586,-0.310296219656028,"11",19719446,"R","II","NAV2","Body","opensea","Body-opensea","","rs534794810","1"
"cg15463387",-0.263372716800079,0.520623073878545,-9.00188528822053,1.06653091757133e-10,3.57357742050734e-07,14.3741224785463,0.462095803478528,0.725468520278607,-0.263372716800079,"21",44870270,"R","II","C21orf125","Body","opensea","Body-opensea","","",""
"cg11792786",-0.257143669517147,0.299449447659537,-8.98327552849126,1.1231212573888e-10,3.67765204882524e-07,14.3244723515964,0.24230640998906,0.499450079506206,-0.257143669517147,"5",14870083,"F","II","ANKH","Body","shore","Body-shore","chr5:14871391-14871611","rs138917488;rs545822043","2;36"
"cg11929780",-0.273133503163878,0.407871292091291,-8.97942130641403,1.13521798510274e-10,3.69354543870809e-07,14.3141834535621,0.347174958054873,0.620308461218752,-0.273133503163878,"1",212605708,"R","II","NENF","TSS1500","shore","TSS1500-shore","chr1:212606105-212606844","rs550760874","7"
"cg19324622",-0.296042259713945,0.436547057005095,-8.97386015361613,1.15290584256178e-10,3.70501977861861e-07,14.299334266369,0.370759888179774,0.666802147893719,-0.296042259713945,"16",77987718,"R","II","VAT1L","Body","opensea","Body-opensea","","rs569064310;rs559312362;rs569224797","40;33;29"
"cg12950069",0.221839061464731,0.79165378591898,8.97322779755748,1.15493477843489e-10,3.70501977861861e-07,14.2976455020143,0.840951355133365,0.619112293668634,0.221839061464731,"19",19585446,"R","II","GATAD2A","Body","opensea","Body-opensea","","rs563739945;rs532576208;rs181475467","24;2;1"
"cg15447592",-0.27355882469464,0.57674327579332,-8.9725248262868,1.15719454579709e-10,3.70501977861861e-07,14.2957680885435,0.515952425861178,0.789511250555818,-0.27355882469464,"11",73097380,"R","II","RELT","5'UTR","opensea","5'UTR-opensea","","",""
"cg03172657",0.328979991209857,0.563090849005866,8.95608126993959,1.21135554234627e-10,3.79411478358663e-07,14.2518331149843,0.636197513719167,0.30721752250931,0.328979991209857,"16",89163625,"R","I","ACSF3","Body","shelf","Body-shelf","chr16:89167116-89167482","rs62047785;rs538536902;rs557021164;rs576339026;rs543464499","28;26;13;7;2"
"cg23277314",0.36900406743984,0.696892901956839,8.94962323403931,1.23332511426133e-10,3.84898060731059e-07,14.2345679162474,0.778893805832359,0.409889738392518,0.36900406743984,"18",46686928,"R","II","DYM","Body","opensea","Body-opensea","","",""
"cg13552692",-0.224762218348454,0.266046247353606,-8.93448088828894,1.28643960321859e-10,3.94638637545396e-07,14.1940631769889,0.216099087720617,0.44086130606907,-0.224762218348454,"18",66389447,"F","II","CCDC102B","5'UTR","opensea","5'UTR-opensea","","rs552517857","0"
"cg24035928",-0.271331792815623,0.525896532849174,-8.93157377191309,1.29689989861855e-10,3.94638637545396e-07,14.1862832286626,0.465600578890147,0.73693237170577,-0.271331792815623,"19",5822514,"F","II","NRTN","TSS1500","island","TSS1500-island","chr19:5822284-5822532","rs185514179;rs150442770","0;1"
"cg12897164",-0.402346059806,0.314447532395098,-8.92744172755384,1.31191663617418e-10,3.94638637545396e-07,14.1752231599324,0.225037296882653,0.627383356688654,-0.402346059806001,"8",124529273,"R","II","FBXO32","5'UTR","opensea","5'UTR-opensea","","rs373314553;rs568833974","22;1"
"cg08133641",-0.201674106102629,0.409584803746857,-8.91761592034217,1.34833949748522e-10,4.02487589383296e-07,14.1489134085774,0.364768335724051,0.56644244182668,-0.201674106102629,"19",55888082,"R","II","TMEM190","TSS200","shore","TSS200-shore","chr19:55889005-55889476","rs559447851;rs528764287","42;19"
"cg18887230",-0.403599884873143,0.453334625780153,-8.90940205183824,1.37957487339004e-10,4.09826657216492e-07,14.1269096322518,0.36364576247501,0.767245647348152,-0.403599884873143,"7",98739627,"F","II","SMURF1","Body","shore","Body-shore","chr7:98741205-98741990","rs146778769","40"
"cg13530039",-0.209256417683242,0.502252376521634,-8.90332912270254,1.40314080059361e-10,4.14296066191548e-07,14.1106351687628,0.455750950369802,0.665007368053045,-0.209256417683243,"11",62689557,"F","II","CHRM1","TSS1500","shore","TSS1500-shore","chr11:62690974-62691488","rs553496413","1"
"cg08442823",-0.247338432482424,0.307991032843409,-8.90183593384127,1.40899750204537e-10,4.14296066191548e-07,14.1066328898719,0.253026936736204,0.500365369218627,-0.247338432482424,"11",45951803,"F","II","PHF21A","3'UTR","opensea","3'UTR-opensea","","rs561279535;rs138098779;rs80116517","13;14;48"
"cg03846076",-0.254860416131337,0.256371647173427,-8.89093748597336,1.45250350703108e-10,4.22774375996339e-07,14.0774118979061,0.199735999144241,0.454596415275578,-0.254860416131337,"5",172743837,"F","II","STC2","3'UTR","opensea","3'UTR-opensea","","rs116122247;rs116368798","0;43"
"cg25355534",-0.313031013040041,0.406914540542528,-8.8861691959506,1.47196522884744e-10,4.24154631173612e-07,14.0646220049103,0.337352093200297,0.650383106240338,-0.313031013040041,"17",75321775,"R","II","SEPT9","Body","opensea","Body-opensea","","",""
"cg20477011",-0.2646150078931,0.681571187288055,-8.88077869764925,1.49428585497664e-10,4.2915591890639e-07,14.0501594224204,0.622767852200699,0.887382860093799,-0.264615007893099,"9",71770372,"R","II","TJP2","5'UTR","opensea","5'UTR-opensea","","rs540856048;rs560663582","19;18"
"cg03929615",-0.231846662112266,0.172252614315235,-8.87139558768542,1.53396260749501e-10,4.36203460345653e-07,14.0249752620429,0.120731133845843,0.352577795958109,-0.231846662112266,"5",156891763,"F","II","NIPAL4","Body","opensea","Body-opensea","","rs11745505","25"
"cg01367715",-0.372295563298711,0.460897067043438,-8.86246474309143,1.57272130736076e-10,4.37632844305651e-07,14.0009937836739,0.378164719643724,0.750460282942435,-0.372295563298711,"8",67564402,"R","II","VCPIP1","Body","opensea","Body-opensea","","",""
"cg02881609",-0.303688564304263,0.309841914193859,-8.83786516859458,1.68470671483047e-10,4.61048639645779e-07,13.9348815975228,0.24235556657069,0.546044130874952,-0.303688564304263,"14",93672816,"F","II","C14orf142","Body","shore","Body-shore","chr14:93673128-93673917","",""
"cg10558598",-0.268491858200148,0.582663198349639,-8.83773216433585,1.68533372195166e-10,4.61048639645779e-07,13.9345239194733,0.522998340971828,0.791490199171977,-0.268491858200148,"1",16950871,"F","II","CROCCL1","Body","opensea","Body-opensea","","rs562628220;rs1629127;rs530916619;rs12045375;rs112496835","0;9;12;18;45"
"cg13767515",-0.326214574817404,0.361422199925201,-8.83258841680509,1.70976509539526e-10,4.64138168776236e-07,13.9206893859999,0.288930072188,0.615144647005404,-0.326214574817404,"3",172633879,"R","II","SPATA16","Body","opensea","Body-opensea","","",""
"cg26125956",0.243394167527386,0.822977918226309,8.82622179198482,1.74050385289079e-10,4.67510339372865e-07,13.9035608253881,0.877065511010173,0.633671343482787,0.243394167527386,"5",132803980,"R","II","FSTL4","Body","opensea","Body-opensea","","rs539953984;rs27415;rs557408160","49;44;12"
"cg08943180",-0.352886731770784,0.585212089890571,-8.82271753883348,1.75766175446277e-10,4.68962600689324e-07,13.8941307386023,0.50679281616373,0.859679547934514,-0.352886731770784,"1",244516022,"F","II","C1orf100","5'UTR","opensea","5'UTR-opensea","","rs542537348;rs561333405;rs527328681;rs559505044;rs563842049","0;3;6;23;41"
"cg16358741",-0.279866729213099,0.491056184820448,-8.81823748226184,1.77984806382365e-10,4.73304207720142e-07,13.8820722880683,0.428863578328648,0.708730307541747,-0.279866729213099,"11",130076257,"F","II","ST14","Body","shore","Body-shore","chr11:130078173-130078667","rs201684781;rs35794263","28;34"
"cg12486897",-0.313728427526982,0.593559618974435,-8.81649598027244,1.78854901009586e-10,4.73304207720142e-07,13.8773841503669,0.523842190635106,0.837570618162088,-0.313728427526982,"2",232325354,"R","II","SNORD82","TSS1500","shelf","TSS1500-shelf","chr2:232328445-232330149","rs141812937;rs34827637;rs200732855;rs202036349","39;7;2;1"
"cg14803703",-0.246287512667031,0.246423064985075,-8.81508222060791,1.79564425444846e-10,4.73304207720142e-07,13.8735779939126,0.191692506614624,0.437980019281654,-0.246287512667031,"8",106729127,"R","II","ZFPM2","Body","opensea","Body-opensea","","rs188374156;rs150423375","42;2"
"cg18687624",0.406554894580616,0.737040602858857,8.81504440657277,1.79583442416713e-10,4.73304207720142e-07,13.8734761863552,0.827386134987882,0.420831240407267,0.406554894580616,"12",28466975,"F","II","CCDC91","Body","opensea","Body-opensea","","rs190268671;rs181087138","42;50"
"cg23774950",-0.419432069628957,0.42695589428215,-8.81295967813982,1.80635040915331e-10,4.74628727294566e-07,13.8678631249142,0.333748767697937,0.753180837326894,-0.419432069628957,"8",102996800,"R","II","LOC104054148","Body","opensea","Body-opensea","","rs532470840","35"
"cg15044270",-0.253572316322499,0.506254097885166,-8.79472807400419,1.90102430272116e-10,4.96486669146873e-07,13.8187499374528,0.449904694257944,0.703477010580443,-0.253572316322499,"3",196065485,"R","II","TM4SF19","TSS1500","opensea","TSS1500-opensea","","rs79097859","4"
"cg20800600",-0.231474601211739,0.585182562723139,-8.78976868218376,1.9276393499524e-10,5.01921288643358e-07,13.8053822649282,0.533743762453864,0.765218363665603,-0.231474601211739,"19",827782,"F","II","AZU1","TSS200","opensea","TSS200-opensea","","rs577228833;rs538342103;rs556429462","0;1;37"
"cg02294230",-0.306503705580075,0.504928190959339,-8.77559704593263,2.00579840432057e-10,5.10872257204404e-07,13.767165258603,0.436816256385989,0.743319961966064,-0.306503705580075,"19",13326629,"F","II","CACNA1A","Body","opensea","Body-opensea","","rs557587361","1"
"cg15121465",0.281477532232901,0.772783852463351,8.77495638060151,2.00940690348857e-10,5.10872257204404e-07,13.7654369162772,0.835334415181773,0.553856882948872,0.281477532232901,"8",130428363,"R","II","CCDC26","Body","opensea","Body-opensea","","rs532421892;rs189058292","2;1"
"cg09810389",-0.347055019233744,0.498422507418947,-8.7741023029514,2.01422769009259e-10,5.10872257204404e-07,13.7631327584514,0.421299169811448,0.768354189045192,-0.347055019233744,"1",33835338,"F","II","PHC2","Body","opensea","Body-opensea","","rs142061161;rs189098327","0;20"
"cg03634729",-0.281336015536585,0.492917171619118,-8.77392978041757,2.01520290799987e-10,5.10872257204404e-07,13.7626673096629,0.430398057055432,0.711734072592017,-0.281336015536585,"18",21452829,"F","II","LAMA3","TSS200","opensea","TSS200-opensea","","rs568763156;rs531294682","25;44"
"cg11612905",0.310384675934685,0.69983030664939,8.7708004014266,2.03297584480251e-10,5.12231036384961e-07,13.7542238528115,0.76880467907932,0.458420003144634,0.310384675934685,"2",234359654,"F","II","DGKD","Body","opensea","Body-opensea","","rs542787940;rs559849900;rs113452563;rs551751112;rs140881190","1;3;9;17;23"
"cg00390143",-0.302396000099944,0.39162592131331,-8.76806305276035,2.04865282523132e-10,5.12231036384961e-07,13.7468370539047,0.32442681017999,0.626822810279933,-0.302396000099944,"12",132842539,"R","II","GALNT9","Body","island","Body-island","chr12:132842538-132842784","",""
"cg26803289",-0.303924613416691,0.583303778958039,-8.76259964628809,2.08031030269619e-10,5.16769404060508e-07,13.7320908875631,0.515764975976552,0.819689589393243,-0.303924613416691,"1",182760430,"F","II","NPL","TSS1500","shore","TSS1500-shore","chr1:182758395-182759097","rs116462573;rs561322010","10;45"
"cg05898092",-0.324860700765703,0.560481462177973,-8.76130693048307,2.08787331966542e-10,5.17162033569595e-07,13.7286011534613,0.48829019534115,0.813150896106854,-0.324860700765703,"17",80022616,"F","II","DUS1L","Body","shore","Body-shore","chr17:80022655-80024178","rs576720366;rs544139625;rs199594272;rs200667607;rs563323890;rs201047778","1;14;39;39;40;44"
"cg13131686",-0.315551509394592,0.640204336872665,-8.74483265683213,2.18673838115371e-10,5.32447246910162e-07,13.6841084222754,0.570081779229422,0.885633288624015,-0.315551509394592,"19",8302808,"R","II","CERS4","5'UTR","opensea","5'UTR-opensea","","rs555388318;rs116936008;rs140227157;rs145369505","33;11;9;2"
